"TimeStamp","Mean Gradient Total","Mean Gradient Horizontal","Mean Gradient Vertical","Twist (alpha)","Mean Inclination angle from Radial","Mean Photospheric Magnetic Free Energy","Mean Shear Angle","Fraction Area Shear gt 45 deg","Mean Vertical Current Density","Unsigned Magnetic Flux in Gauss/Cm^2","Total Unsigned current Ampere","Total Photospheric Energy Density","Total Unsigned Current Helicity","Absolute Val of Current Helicity"
"2013/12/06 13:22","70.124","28.897","71.97399999999998","0.00499169","30.133000000000006","2610.201","22.897","10.629","-0.12525617","7.955418E21","5.996233E12","4.402753E22","281.541","19.635"
"2013/12/06 13:34","68.993","29.333","70.721","0.00646001","30.264","2610.644","23.345","11.287","-0.11187717","8.011458E21","6.235789E12","4.493989E22","287.311","25.427"
"2013/12/06 13:46","68.491","28.862","69.565","0.00599422","29.331","2500.556","22.17","9.222","-0.18238653","8.078538E21","6.050876E12","4.317767E22","285.97","23.739"
"2013/12/06 13:58","70.115","29.543000000000006","71.807","0.00526239","29.207","2624.5959999999995","22.409","9.619","-0.16969591","7.839308E21","5.809684E12","4.304691E22","279.238","20.571"
"2013/12/06 14:10","68.836","29.224","70.435","0.00585037","29.529","2619.025","22.506","10.009","-0.17932837","7.932398E21","5.931017E12","4.409636E22","274.849","22.946"
"2013/12/06 14:22","68.464","29.397","70.335","0.00671031","29.382","2592.989","22.365","9.797","-0.12492071","8.030517E21","6.095287E12","4.425376E22","285.466","26.545"
"2013/12/06 14:34","68.57300000000001","29.206","70.43","0.00580503","29.243","2575.135","22.409","9.6","-0.14963126","8.139759E21","6.261657E12","4.43526E22","296.022","23.326"
"2013/12/06 14:46","69.26","29.167","70.99","0.00677875","28.568","2611.8520000000008","22.128","9.172","-0.15491369","8.082196E21","5.98553E12","4.375361E22","287.087","27.248"
"2013/12/06 14:58","68.258","28.159","69.922","0.00548876","28.614","2586.318","22.241","9.802","-0.25479755","8.093028E21","5.973329E12","4.345296E22","287.511","22.122"
"2013/12/06 15:10","69.544","29.652","76.547","0.00762537","29.265","2743.272","23.907","11.936","-0.33258206","7.791837E21","6.435808E12","4.505165E22","277.982","29.582"
"2013/12/06 15:22","67.789","28.916","69.77600000000001","0.00480361","29.098000000000006","2652.288","22.408","10.369000000000002","-0.24761319","8.228472E21","6.13563E12","4.538555E22","295.12","19.737"
