"TimeStamp","Mean Gradient Total","Mean Gradient Horizontal","Mean Gradient Vertical","Twist (alpha)","Mean Inclination angle from Radial","Mean Photospheric Magnetic Free Energy","Mean Shear Angle","Fraction Area Shear gt 45 deg","Mean Vertical Current Density","Unsigned Magnetic Flux in Gauss/Cm^2","Total Unsigned current Ampere","Total Photospheric Energy Density","Total Unsigned Current Helicity","Absolute Val of Current Helicity"
"2015/01/13 00:34","69.385","40.225","77.2","-0.00203051","39.466","6998.538000000001","32.66","23.747","-0.07564702","3.120838E22","2.992917E13","4.142127E23","1727.9920000000004","38.886"
"2015/01/13 00:46","69.002","39.831","76.987","-0.00120356","39.485","6958.906999999998","32.544000000000004","23.755","-0.0990712","3.11496E22","2.935125E13","4.107212E23","1701.99","22.956"
"2015/01/13 00:58","68.744","39.529","76.14699999999998","-0.00118581","39.24800000000001","6931.61","32.262","23.145","-0.11270679","3.112571E22","2.888094E13","4.07315E23","1688.2820000000004","22.636"
"2015/01/13 01:10","68.279","39.51300000000001","75.873","-0.00141137","39.595","6940.82","32.562","23.874","-0.1063285","3.119467E22","2.896278E13","4.117276E23","1681.471","26.899"
"2015/01/13 01:22","68.141","39.94300000000001","75.49600000000002","-0.00124759","39.564","6939.809","32.532","23.836","-0.16976364","3.112135E22","2.919084E13","4.114097E23","1696.479","23.707"
"2015/01/13 01:34","67.747","39.81","75.49600000000002","-0.00119489","39.62300000000001","6979.815","32.618","23.995","-0.10455162","3.114997E22","2.924567E13","4.143931E23","1696.496","22.69"
"2015/01/13 01:46","67.844","39.925","75.546","9.346E-5","39.315","6951.8319999999985","32.194","23.0","-0.06488033","3.105987E22","2.921889E13","4.097219E23","1692.915","1.769"
"2015/01/13 01:58","68.683","40.11","77.054","5.7442E-4","39.433","6974.228","32.04","23.193","-0.06119993","3.105383E22","2.97743E13","4.104491E23","1716.955","10.885"
"2015/01/13 02:10","68.457","40.152","76.402","0.00185627","39.084","6931.2069999999985","31.848000000000006","22.694000000000006","-0.07233465","3.097156E22","2.909825E13","4.055239E23","1715.178","35.106"
"2015/01/13 02:22","68.715","40.571","77.27199999999998","0.00215209","39.128","7027.368","31.97","22.842","-0.06944064","3.082694E22","2.917903E13","4.07753E23","1727.302","40.636"
"2015/01/13 02:34","67.781","40.452","75.848","0.00270966","38.917","6994.363","31.572","22.07","-0.06023252","3.090299E22","2.90553E13","4.055128E23","1734.568","51.258"
"2015/01/13 02:46","69.492","41.637","77.55","-0.00146718","38.997","7146.468000000002","31.548","22.122","-0.08901567","3.098125E22","3.199346E13","4.1846E23","1830.748","27.512"
"2015/01/13 02:58","67.628","40.212","75.562","0.0029157","38.96","6954.098000000001","31.822","22.523000000000003","-0.12372573","3.107032E22","2.92061E13","4.068911E23","1740.8670000000004","55.41"
"2015/01/13 03:10","68.721","41.183","76.498","-0.00285693","38.664","7107.484","31.564","21.991","-0.07771985","3.119979E22","3.11017E13","4.156674E23","1819.831","54.195"
"2015/01/13 03:22","70.277","41.841","79.211","-0.00198988","38.668","7099.665","31.517","22.075","-0.11266436","3.128652E22","3.162653E13","4.148991E23","1841.005","38.024"
"2015/01/13 03:34","69.902","41.695","78.455","-0.00293687","38.423","7091.12","31.179","21.337","-0.08989517","3.133835E22","3.168136E13","4.141361E23","1872.073","56.12"
"2015/01/13 03:46","69.495","41.433","77.646","-0.00284821","38.439","7134.022","31.379","21.848000000000006","-0.0330327","3.128583E22","3.144222E13","4.154289E23","1829.514","54.413"
"2015/01/13 03:58","71.488","41.96100000000001","80.623","-0.0016384","38.122","7196.896","31.509","21.758000000000006","-0.08877437","3.151934E22","3.243539E13","4.198167E23","1900.81","31.617"
"2015/01/13 04:10","71.406","41.79","80.075","-0.00174344","37.972","6966.2469999999985","31.384","21.726","-0.11635001","3.182223E22","3.181626E13","4.068709E23","1930.041","34.312"
"2015/01/13 04:22","72.335","41.834","81.84899999999998","-0.00212749","38.031","7195.689","31.598000000000006","21.946","-0.0726968","3.158398E22","3.242378E13","4.182937E23","1917.41","41.486"
"2015/01/13 04:34","71.531","41.364","79.714","-2.5084E-4","38.038","6746.062","31.464","22.165","-0.14408667","3.209163E22","3.228127E13","3.976482E23","1946.181","5.006"
"2015/01/13 04:46","72.744","41.993","81.438","-0.00409557","38.037","7000.102","31.444000000000006","21.769","-0.03215465","3.214271E22","3.379494E13","4.124367E23","1959.326","81.601"
"2015/01/13 04:58","72.818","41.354","81.833","-0.00240531","37.805","7162.851","31.214","22.067","-0.04836168","3.21207E22","3.208932E13","4.177545E23","1889.303","47.976000000000006"
"2015/01/13 05:10","74.34","42.33","84.149","-0.00439073","38.163","7196.655","31.907","22.851","-0.01528851","3.211634E22","3.399451E13","4.237689E23","1926.888","87.31"
"2015/01/13 05:22","73.892","41.972","83.47200000000002","-3.2013E-4","37.897","7201.698","31.284","21.935","-0.1259947","3.21946E22","3.282156E13","4.189682E23","1959.225","6.4220000000000015"
