"TimeStamp","Mean Gradient Total","Mean Gradient Horizontal","Mean Gradient Vertical","Twist (alpha)","Mean Inclination angle from Radial","Mean Photospheric Magnetic Free Energy","Mean Shear Angle","Fraction Area Shear gt 45 deg","Mean Vertical Current Density","Unsigned Magnetic Flux in Gauss/Cm^2","Total Unsigned current Ampere","Total Photospheric Energy Density","Total Unsigned Current Helicity","Absolute Val of Current Helicity"
"2012/10/21 12:46","113.046","56.216","115.212","-0.04778236","42.813","1782.999","30.656","20.291","0.91098791","8.520827E21","2.479298E13","4.670211E22","876.248","165.308"
"2012/10/21 12:58","113.454","56.486","115.572","-0.04855643","42.393","1753.196","30.132","19.777","1.0161134","8.672687E21","2.494377E13","4.658508E22","884.9810000000001","170.142"
"2012/10/21 13:10","113.29","56.244","115.814","-0.04421256","42.143","1730.024","29.75","18.84","0.91118401","8.745167999999999E21","2.49424E13","4.623128E22","877.8389999999998","155.748"
"2012/10/21 13:22","113.951","56.622","116.106","-0.04241978","41.601000000000006","1699.3729999999996","29.604","18.811","1.08083427","8.810621E21","2.558851E13","4.564915E22","902.112","150.60399999999996"
"2012/10/21 13:34","113.505","56.32100000000001","114.977","-0.03954038","42.125","1632.896","29.729","18.712","0.90092468","9.062011E21","2.672775E13","4.600813E22","925.007","143.173"
"2012/10/21 13:46","113.325","57.043","114.88","-0.03788849","41.984","1645.285","29.549","18.581","0.83871371","9.129591E21","2.681978E13","4.664998E22","926.35","138.04399999999998"
"2012/10/21 13:58","112.738","56.129","114.21","-0.03894057","42.05","1585.8010000000004","29.713","18.929","0.89102614","9.335873E21","2.745722E13","4.680616E22","930.053","143.22"
"2012/10/21 14:10","112.828","56.18","114.144","-0.03689472","41.922","1555.027","29.464","18.121","0.81754422","9.338375E21","2.656832E13","4.549514E22","909.651","136.895"
"2012/10/21 14:22","113.235","56.24100000000001","114.369","-0.04190655","41.666","1559.736","28.891","17.352999999999998","0.80025309","9.455774E21","2.634678E13","4.626676E22","917.283","155.97299999999996"
"2012/10/21 14:34","112.678","55.923","113.328","-0.03915802","42.017","1551.024","29.32","17.865","0.84643024","9.512119E21","2.624644E13","4.662628E22","902.934","146.511"
"2012/10/21 14:46","111.64","56.055","111.886","-0.03605578","42.218","1566.3670000000004","29.612","18.427","0.65657562","9.518849E21","2.613581E13","4.741409E22","897.949","134.856"
"2012/10/21 14:58","112.373","56.881","112.602","-0.03466007","41.997","1582.2520000000004","29.093000000000004","16.922","0.79682684","9.434343E21","2.541371E13","4.697458E22","884.457","128.44"
"2012/10/21 15:10","111.956","56.65","111.629","-0.03576686","42.675","1559.51","29.698","18.002","0.66408902","9.385139E21","2.509161E13","4.669703E22","868.335","131.248"
"2012/10/21 15:22","112.932","57.798","112.63","-0.036430300000000006","42.838","1628.636","29.435","17.875999999999994","0.79329455","9.221955E21","2.40745E13","4.711662E22","857.1610000000002","132.982"
"2012/10/21 15:34","115.805","59.349","115.029","-0.037001400000000004","42.948","1669.015","29.059","17.494","0.69508463","9.020808E21","2.322231E13","4.630986E22","847.2180000000002","134.605"
"2012/10/21 15:46","117.864","61.124","116.591","-0.03587854","43.015","1772.845","29.313","17.655","0.74653828","8.783818E21","2.165599E13","4.642202E22","820.0010000000002","129.737"
"2012/10/21 15:58","119.327","62.657","117.626","-0.036888","43.852","1846.229","29.516","17.906","0.74877566","8.385184E21","2.009389E13","4.555582E22","785.6","129.89600000000002"
"2012/10/21 16:10","119.631","64.097","117.938","-0.03405635","44.224","1932.301","29.787","18.265","0.64640158","8.034212E21","1.895396E13","4.479014E22","757.863","117.012"
"2012/10/21 16:22","120.855","65.626","118.899","-0.03316084","44.218","2040.539","29.732","18.175","0.67348063","7.932836E21","1.873781E13","4.587903E22","761.768","113.429"
"2012/10/21 16:34","124.261","66.628","122.248","-0.03596884","44.057","2048.053","29.336","17.533","0.59063131","7.790175E21","1.78596E13","4.396454E22","749.6339999999999","123.349"
"2012/10/21 16:46","123.088","67.029","121.347","-0.04458001","44.492","2122.086","29.994","18.413","0.70817655","7.814464E21","1.82702E13","4.584123E22","768.008","153.746"
"2012/10/21 16:58","123.796","66.834","122.995","-0.04029639","44.12300000000001","2079.664","29.601","18.036","0.60784036","7.931176E21","1.816705E13","4.499113E22","767.923","141.799"
"2012/10/21 17:10","125.379","66.69800000000001","125.218","-0.04174411","43.367","2083.415","29.41","17.417","0.62328875","8.05515E21","1.886082E13","4.514698E22","799.915","149.843"
"2012/10/21 17:22","128.416","67.91","128.891","-0.04352929","42.484","2163.376","28.462","16.139","0.63301814","7.946648E21","1.849795E13","4.455826E22","809.071","156.577"
"2012/10/21 17:34","128.035","66.658","129.303","-0.03991984","42.225","2136.279","28.342","16.171","0.70595217","8.189329E21","1.921737E13","4.558041E22","843.808","147.489"
"2012/10/21 17:46","128.299","65.717","130.261","-0.04601781","41.536","2118.357","28.165","15.752","0.81415635","8.116559E21","1.926845E13","4.418525E22","846.722","169.331"
"2012/10/21 17:58","129.616","65.84100000000001","132.187","-0.04277414","40.801","2101.088","27.515","15.026","0.7997491999999999","8.146127999999999E21","1.954713E13","4.339813E22","856.1460000000002","158.011"
"2012/10/21 18:10","129.27200000000002","65.142","132.09","-0.04486305","40.339","2096.755","27.382","15.085","0.9418453000000001","8.15252E21","1.972398E13","4.330584E22","856.9119999999998","165.74599999999995"
"2012/10/21 18:22","127.827","62.407","131.364","-0.04060562","39.796","1999.159","27.369","14.886","1.03107762","8.324678E21","2.046896E13","4.275034E22","865.554","151.50799999999995"
"2012/10/21 18:34","123.704","61.209","126.706","-0.04225041","39.782","1889.422","27.722","15.23","0.81541175","8.700203E21","2.229053E13","4.37586E22","901.456","160.452"
