"TimeStamp","Mean Gradient Total","Mean Gradient Horizontal","Mean Gradient Vertical","Twist (alpha)","Mean Inclination angle from Radial","Mean Photospheric Magnetic Free Energy","Mean Shear Angle","Fraction Area Shear gt 45 deg","Mean Vertical Current Density","Unsigned Magnetic Flux in Gauss/Cm^2","Total Unsigned current Ampere","Total Photospheric Energy Density","Total Unsigned Current Helicity","Absolute Val of Current Helicity"
"2011/02/13 19:46","102.265","74.487","112.3","0.04665168","60.213","13317.03","50.969","55.356","0.03809482","2.100993E22","5.29244E13","6.459134E23","2931.859000000001","761.8439999999998"
"2011/02/13 19:58","101.531","73.938","111.189","0.05173834","60.31100000000001","13262.07","51.18600000000001","55.682","-0.01313514","2.107517E22","5.243559E13","6.479505E23","2883.615","845.3560000000001"
"2011/02/13 20:10","100.374","73.122","109.798","0.04981236","60.46100000000001","13177.26","51.49","56.135","0.06739971","2.107923E22","5.215453E13","6.501765E23","2831.469","809.013"
"2011/02/13 20:22","99.337","72.797","108.83","0.04901535","60.544","13187.44","51.558","56.483","0.03638748","2.11067E22","5.150286E13","6.545147E23","2822.378","793.7360000000001"
"2011/02/13 20:34","98.785","72.834","108.241","0.04906442","60.636","13269.01","51.733","56.777","0.0838052","2.106806E22","5.133894E13","6.588804E23","2840.231","789.664"
"2011/02/13 20:46","98.427","72.558","107.796","0.04886827","60.551","13376.17","51.528","56.552","0.06871502","2.097445E22","5.062146E13","6.581081E23","2815.281","779.072"
"2011/02/13 20:58","97.533","71.878","106.707","0.05009462","60.61600000000001","13251.55","51.695","57.028","0.02181493","2.097239E22","5.038258E13","6.588583E23","2786.358","793.84"
"2011/02/13 21:10","96.53","71.615","105.515","0.049834699999999996","60.833","13255.47","51.945","57.396","0.04497711","2.095936E22","5.003945E13","6.622746E23","2764.181","785.428"
"2011/02/13 21:22","97.304","72.16","105.817","0.05067895","60.612","13415.61","51.508","56.797","0.08188536","2.096812E22","4.964782E13","6.628816E23","2731.019","798.6419999999998"
"2011/02/13 21:34","97.586","72.314","106.038","0.04945477","60.558","13468.93","51.674","57.042","0.09460907","2.109311E22","4.970519E13","6.69058E23","2754.487","782.238"
"2011/02/13 21:46","97.621","72.473","105.814","0.04892616","60.727","13548.96","51.917","57.64100000000001","0.10509072","2.112969E22","4.991918E13","6.714675E23","2771.894","779.83"
"2011/02/13 21:58","98.318","72.553","106.503","0.04876325","60.635","13596.45","51.872","57.5","0.13850701","2.123695E22","5.012878E13","6.746882E23","2796.859000000001","783.09"
"2011/02/13 22:10","99.307","73.596","107.203","0.04775922","60.51300000000001","13737.06","51.746","57.854","0.09415995","2.136046E22","5.061531E13","6.784727E23","2833.74","774.68"
"2011/02/13 22:22","99.099","72.954","107.349","0.0469332","60.599","13690.8","51.673","57.922","0.1495135","2.151619E22","5.064373E13","6.811699E23","2846.409","770.788"
"2011/02/13 22:34","100.072","73.488","108.053","0.04791948","60.697","13843.87","51.549","57.85","0.03644304","2.160054E22","5.045918E13","6.856048E23","2823.69","794.1110000000001"
"2011/02/13 22:46","100.823","73.836","109.021","0.04700717","60.659","13849.99","51.466","57.33600000000001","0.10996775","2.17389E22","5.104419E13","6.858716E23","2886.561","788.181"
"2011/02/13 22:58","100.42","73.293","108.969","0.04575321","60.86","13786.65","51.622","57.848","0.09605561","2.189909E22","5.192098E13","6.92292E23","2919.469","775.643"
"2011/02/13 23:10","101.551","73.945","110.05","0.04434942","60.687","13922.6","51.41","56.95399999999999","0.15728837","2.201125E22","5.187331E13","6.94737E23","2945.4990000000007","758.965"
"2011/02/13 23:22","102.082","74.069","110.742","0.04473573","60.583","14111.74","51.25899999999999","56.857","0.12567914","2.20261E22","5.096091E13","6.948042E23","2932.3740000000007","769.794"
"2011/02/13 23:34","102.9","74.689","111.146","0.04504003","60.553","14104.2","51.144","56.409","0.13127482","2.215163E22","5.199527E13","6.961563E23","2977.698","781.0219999999998"
"2011/02/13 23:46","103.139","74.686","111.442","0.044092400000000004","60.497","14188.51","51.205","56.705","0.10700818","2.221115E22","5.159401E13","6.967941E23","2959.861","770.315"
"2011/02/13 23:58","103.458","74.69","111.556","0.0432147","60.552","14168.03","51.235","56.365","0.09959768","2.233579E22","5.228981E13","6.993823E23","2967.2140000000004","760.2080000000002"
"2011/02/14 00:10","102.929","74.203","110.944","0.04321766","60.663","14131.46","51.424","56.66","0.14367972","2.235661E22","5.259487E13","7.016307E23","2990.417","761.382"
"2011/02/14 00:22","102.809","73.503","111.018","0.04278218","60.478","14010.43","51.36","56.847","0.07856125","2.248294E22","5.2809E13","7.007385E23","2995.158","755.67"
"2011/02/14 00:34","104.196","74.726","112.143","0.04178412","60.411","14222.66","51.258","56.308","0.13390492","2.244695E22","5.27561E13","7.002468E23","3015.0840000000007","740.16"
"2011/02/14 00:46","104.398","74.74600000000002","112.013","0.04142821","60.412","14107.78","51.408","56.485","0.11802356","2.257404E22","5.301708E13","7.02797E23","2993.566","737.421"
"2011/02/14 00:58","104.613","75.138","112.045","0.04071695","60.427","14134.39","51.276","56.453","0.17252637","2.260303E22","5.335905E13","7.042163E23","2980.573","726.073"
"2011/02/14 01:10","103.902","74.816","111.591","0.04082891","60.441","14016.86","51.252","56.285","0.03694787","2.263452E22","5.306224E13","7.016743E23","2970.409","728.4730000000002"
"2011/02/14 01:22","103.997","74.745","111.49","0.04195694","60.31399999999999","14061.33","51.084","55.858","0.11254123","2.267531E22","5.25945E13","7.004832E23","2946.119","750.23"
"2011/02/14 01:34","102.798","74.115","110.982","0.04229263","60.466","14105.37","51.217","56.17","0.10481199999999999","2.277653E22","5.262631E13","7.079783E23","2944.168","758.515"
