"TimeStamp","Mean Gradient Total","Mean Gradient Horizontal","Mean Gradient Vertical","Twist (alpha)","Mean Inclination angle from Radial","Mean Photospheric Magnetic Free Energy","Mean Shear Angle","Fraction Area Shear gt 45 deg","Mean Vertical Current Density","Unsigned Magnetic Flux in Gauss/Cm^2","Total Unsigned current Ampere","Total Photospheric Energy Density","Total Unsigned Current Helicity","Absolute Val of Current Helicity"
"2013/10/25 12:46","95.273","58.975","101.688","-0.02521617","52.607","10933.28","44.87","44.685","0.19547373","4.065136E22","8.06019E13","1.054274E24","3628.786","716.566"
"2013/10/25 12:58","94.58","58.63","100.761","-0.02540487","52.653","10869.69","44.955","44.662","0.16670474","4.075357E22","8.041254E13","1.055302E24","3585.1540000000005","722.203"
"2013/10/25 13:10","95.509","59.235","101.456","-0.02591191","52.346","10965.41","44.765","44.239","0.16903998","4.074105E22","8.082446E13","1.056033E24","3605.202","735.965"
"2013/10/25 13:22","94.991","58.944","101.027","-0.02549582","52.4","10959.81","44.89","44.522","0.13622269","4.07532E22","7.982596E13","1.053441E24","3569.725","725.549"
"2013/10/25 13:34","94.884","58.825","100.917","-0.02591617","52.35","11025.2","44.782","44.264","0.14974366","4.062249E22","7.932789E13","1.052243E24","3552.801","736.8969999999998"
"2013/10/25 13:46","95.072","59.15600000000001","101.266","-0.02694577","52.234","11068.15","44.624","44.062","0.12114048","4.074707E22","7.891193E13","1.052668E24","3558.164","769.115"
"2013/10/25 13:58","95.856","59.339","102.007","-0.02647371","52.161","11222.64","44.537","43.971","0.13819784","4.054888E22","7.721446E13","1.050356E24","3526.042","755.033"
"2013/10/25 14:10","95.837","59.34","101.762","-0.02633108","52.06100000000001","11167.73","44.32","43.54","0.16831386","4.071794E22","7.724583E13","1.047545E24","3524.823","754.4119999999998"
"2013/10/25 14:22","94.978","58.845","100.603","-0.0257632","52.299","11058.27","44.645","43.96100000000001","0.1999307","4.088456E22","7.781905E13","1.050672E24","3527.567","741.7260000000001"
"2013/10/25 14:34","95.105","58.878","100.37","-0.02579681","52.264","10952.38","44.583","43.769","0.1626267","4.115111E22","7.88761E13","1.051854E24","3572.458","746.176"
