"TimeStamp","Mean Gradient Total","Mean Gradient Horizontal","Mean Gradient Vertical","Twist (alpha)","Mean Inclination angle from Radial","Mean Photospheric Magnetic Free Energy","Mean Shear Angle","Fraction Area Shear gt 45 deg","Mean Vertical Current Density","Unsigned Magnetic Flux in Gauss/Cm^2","Total Unsigned current Ampere","Total Photospheric Energy Density","Total Unsigned Current Helicity","Absolute Val of Current Helicity"
"2011/03/08 23:22","114.557","40.602","113.919","-0.00445051","29.706","1357.721","25.076","7.171","0.11408478","2.08533E21","3.146027E12","7.418009E21","117.548","3.447"
"2011/03/08 23:34","108.015","38.94300000000001","107.376","-0.00748068","30.189","1293.035","25.598000000000006","8.035","0.04976956","2.101677E21","3.075554E12","7.330759E21","111.897","5.731"
"2011/03/08 23:46","106.788","38.666","106.293","-0.00712381","29.886","1227.578","24.959","6.915","0.02085377","2.109595E21","3.035735E12","7.002044E21","110.329","5.442"
"2011/03/08 23:58","106.079","37.362","105.835","-0.00432409","29.882","1215.36","25.281","7.676","-0.03052636","2.108257E21","3.080275E12","7.00176E21","109.006","3.266"
"2011/03/09 00:10","104.73","37.613","104.071","3.2181E-4","30.403","1211.774","25.186","6.966","0.0189953","2.08253E21","2.988175E12","6.907071E21","106.752","0.239"
"2011/03/09 00:22","104.761","36.811","104.336","-0.00498264","29.909","1177.169","24.629","6.0360000000000005","-0.19263287","2.118728E21","3.087413E12","6.86303E21","111.27","3.737"
"2011/03/09 00:34","106.003","36.866","105.935","-0.00485513","29.826","1175.404","24.672","6.795","0.00287872","2.0995000000000001E21","3.032056E12","6.730981E21","109.465","3.631"
"2011/03/09 00:46","105.259","37.207","105.003","-8.868E-4","29.506","1146.235","24.205","6.126","-0.04100652","2.068922E21","2.917211E12","6.436073E21","105.495","0.652"
"2011/03/09 00:58","103.264","37.62","102.614","-0.00205349","30.125","1151.151","24.487","5.432","0.03788637","2.101715E21","2.961436E12","6.670067E21","106.429","1.524"
"2011/03/09 01:10","103.087","36.926","102.798","-6.8797E-4","30.276","1144.23","24.493","6.754","0.12970319","2.093538E21","2.972425E12","6.614767E21","106.696","0.508"
"2011/03/09 01:22","103.281","36.506","103.38","-0.00583561","30.235","1104.556","24.403","5.965","0.04305788","2.077082E21","2.98619E12","6.344337E21","105.75","4.271"
"2011/03/09 01:34","105.422","37.349","105.265","-0.00108267","29.544","1123.02","23.888","4.59","0.09013794","2.062506E21","2.88745E12","6.271419E21","104.198","0.795"
"2011/03/09 01:46","103.361","36.896","102.865","0.00126317","29.35","1096.339","23.893","4.591","0.07562233","2.045771E21","2.877692E12","6.153E21","103.767","0.913"
"2011/03/09 01:58","101.896","36.487","101.599","7.3849E-4","28.987","1095.442","23.639","4.305","0.06165206","2.041458E21","2.863832E12","6.082499E21","102.739","0.53"
"2011/03/09 02:10","100.433","36.146","100.432","5.4277E-4","29.468000000000004","1103.684","24.671","6.178","-0.10510591","2.102971E21","3.06619E12","6.500562E21","105.076","0.395"
"2011/03/09 02:22","103.383","37.004","103.033","-0.00153777","29.463","1145.81","24.999","6.98","0.07222418","2.0956359999999999E21","3.104359E12","6.692376E21","108.472","1.123"
"2011/03/09 02:34","104.167","36.079","104.22","-7.8097E-4","28.984","1135.747","24.281","5.634","0.09481853","2.070413E21","2.964548E12","6.425451E21","109.419","0.568"
"2011/03/09 02:46","104.093","37.222","103.911","-0.00970658","29.271","1162.911","24.754","5.964","-0.00453716","2.081391E21","3.096725E12","6.681065E21","110.759","7.0870000000000015"
"2011/03/09 02:58","104.308","37.088","104.286","-0.00664389","30.209","1186.208","25.975","8.749","-0.18291023","2.121305E21","3.342519E12","7.129971E21","114.348","4.893"
"2011/03/09 03:10","104.718","36.683","104.423","-0.00484435","29.621","1211.843","25.766","7.945","0.21644379","2.0372519999999999E21","3.22901E12","6.867229E21","114.527","3.463"
"2011/03/09 03:22","105.514","36.976","105.253","-0.01150031","29.532","1189.76","25.248","6.7","0.01017139","2.006819E21","3.137551E12","6.626743E21","111.24","8.045"
"2011/03/09 03:34","105.321","37.018","105.402","-0.01060227","29.375","1178.992","25.547","7.033","0.05751067","2.010354E21","3.208883E12","6.590259E21","110.336","7.4060000000000015"
"2011/03/09 03:46","107.385","38.13800000000001","107.258","-0.00521895","29.08","1221.659","25.15","5.716","0.29215652","1.9408120000000001E21","3.150394E12","6.442617E21","111.75","3.582"
"2011/03/09 03:58","109.024","38.89","109.599","-9.4591E-4","29.609","1228.86","25.608","7.061","0.14159019","1.957224E21","3.279994E12","6.58667E21","112.836","0.657"
"2011/03/09 04:10","111.512","40.246","111.473","-0.00642701","29.563","1313.28","25.614","7.1","0.40884727","1.9641080000000001E21","3.27614E12","6.903124E21","115.394","4.532"
