"TimeStamp","Mean Gradient Total","Mean Gradient Horizontal","Mean Gradient Vertical","Twist (alpha)","Mean Inclination angle fro Radial","Mean Photospheric Magnetic Free Energy","Mean Shear Angle","Fraction Area Shear gt 45 deg","Mean Vertical Current Density","Unsigned Magnetic Flux in Gauss/Cm^2","Total Unsigned current Ampere","Total Photospheric Energy Density","Total Unsigned Current Helicity","Absolute Val of Current Helicity"
"2012/07/10 19:36","95.952","56.859","99.731","0.0239968","51.432","10907.22","44.313","43.512","0.13443042","1.014364E23","1.760658E14","2.427428E24","8561.982","1717.89"
"2012/07/10 19:48","97.036","57.007","101.012","0.02381489","51.379","10854.05","44.286","43.31","0.16024093","1.018241E23","1.788252E14","2.430284E24","8639.772","1712.336"
"2012/07/10 20:00","97.29","57.06","101.318","0.02386155","51.171","10840.52","44.069","43.126","0.1401958","1.018813E23","1.795586E14","2.42459E24","8678.655","1714.972"
"2012/07/10 20:12","97.947","57.34","101.996","0.02352522","51.193","10862.05","44.049","42.822","0.13793565","1.017718E23","1.792631E14","2.426722E24","8643.487","1690.277"
"2012/07/10 20:24","97.816","56.768","101.976","0.02337251","51.056","10663.15","43.976","42.575","0.12781961","1.028466E23","1.811358E14","2.430702E24","8703.981","1686.224"
"2012/07/10 20:36","97.449","56.469","101.617","0.02298421","51.114","10510.78","44.015","42.49","0.13379857","1.03459E23","1.831032E14","2.435445E24","8726.771","1662.765"
"2012/07/10 20:48","96.839","55.836","100.86","0.02218117","51.064","10250.24","43.849","42.437","0.10556855","1.044345E23","1.852109E14","2.430902E24","8721.329","1611.23"
"2012/07/10 21:00","96.09","55.276","100.156","0.02267013","51.257","10111.88","44.182","42.837","0.14089185","1.050022E23","1.867859E14","2.438967E24","8723.891","1650.435"
"2012/07/10 21:12","95.378","54.819","99.265","0.02153161","51.364","9975.935","44.266","42.844","0.13101064","1.054929E23","1.869822E14","2.440875E24","8699.66","1569.9"
"2012/07/10 21:24","94.977","54.609","98.658","0.02216118","51.478","9858.101","44.318","42.944","0.13654464","1.058612E23","1.875491E14","2.443097E24","8635.173","1616.493"
"2012/07/10 21:36","94.13","54.222","97.695","0.02186861","51.698","9765.38","44.458","43.248","0.11999927","1.059358E23","1.875245E14","2.443126E24","8577.573","1593.447"
"2012/07/10 21:48","93.721","53.942","97.184","0.02117529","51.694","9672.281","44.529","43.248","0.13621044","1.065196E23","1.870316E14","2.448235E24","8559.923","1543.133"
"2012/07/10 22:00","93.498","53.848","96.817","0.02099481","51.743","9708.452","44.717","43.614","0.14675286","1.061708E23","1.855868E14","2.452195E24","8462.128","1526.039"
"2012/07/10 22:12","92.982","53.687","96.317","0.02121919","51.906","9693.447","44.766","43.616","0.11257467","1.061301E23","1.840097E14","2.455897E24","8377.971","1538.245"
"2012/07/10 22:24","92.599","53.52","95.812","0.02016952","51.932","9657.879","44.825","43.601","0.13760529","1.060289E23","1.82652E14","2.45149E24","8297.642","1459.321"
"2012/07/10 22:36","92.669","53.433","95.918","0.02014361","51.897","9677.584","44.808","43.634","0.13285916","1.058309E23","1.818539E14","2.450567E24","8269.52","1455.137"
"2012/07/10 22:48","92.784","53.614","96.027","0.01997846","51.848","9722.971","44.766","43.528","0.1604685","1.057881E23","1.810909E14","2.454686E24","8257.733","1441.902"
"2012/07/10 23:00","93.32","53.833","96.349","0.01973525","51.718","9773.24","44.65","43.472","0.13086118","1.055879E23","1.799923E14","2.451348E24","8280.322","1422.315"
"2012/07/10 23:12","93.44","53.974","96.522","0.01922584","51.774","9857.584","44.738","43.626","0.15261708","1.049496E23","1.776231E14","2.45106E24","8171.327","1380.645"
"2012/07/10 23:24","93.414","54.084","96.542","0.01953283","51.819","9880.823","44.724","43.663","0.15885231","1.048284E23","1.767092E14","2.451852E24","8169.53","1400.27"
"2012/07/10 23:36","93.526","54.205","96.74","0.01950033","51.819","9935.078","44.715","43.672","0.15754443","1.046407E23","1.760493E14","2.452794E24","8188.853","1396.096"
"2012/07/10 23:48","93.396","54.09","96.504","0.019708","51.856","9971.416","44.813","43.765","0.13647275","1.043269E23","1.751516E14","2.451873E24","8136.094","1408.844"
"2012/07/11 00:00","93.043","53.897","96.033","0.01951491","51.923","9872.703","44.912","44.019","0.13645007","1.046036E23","1.76273E14","2.449705E24","8103.562","1395.973"
"2012/07/11 00:12","93.398","53.929","96.347","0.01946844","51.861","9873.97","44.837","43.858","0.15719649","1.0467E23","1.768344E14","2.450231E24","8174.474","1392.319"
"2012/07/11 00:24","93.604","54.097","96.49","0.01932578","51.897","9944.396","44.874","44.035","0.13635269","1.041215E23","1.754209E14","2.447289E24","8116.109","1379.258"
"2012/07/11 00:36","93.85","54.412","96.642","0.01938253","51.951","9989.615","44.85","44.009","0.13706309","1.039138E23","1.763701E14","2.44868E24","8131.82","1383.415"
"2012/07/11 00:48","94.117","54.504","96.919","0.01936584","51.924","10003.82","44.886","44.1","0.13741696","1.040552E23","1.765746E14","2.45741E24","8160.913","1382.257"
"2012/07/11 01:00","93.714","54.33","96.543","0.01977945","51.898","10022.53","44.849","43.937","0.14561088","1.039266E23","1.744603E14","2.452196E24","8079.762","1411.732"
"2012/07/11 01:12","93.664","54.439","96.209","0.01950433","52.035","10025.21","44.963","44.265","0.11768443","1.038986E23","1.76079E14","2.460706E24","8119.449","1390.444"
"2012/07/11 01:24","93.591","54.36","96.379","0.01985093","52.0","9999.274","44.84","44.029","0.14863138","1.039121E23","1.753529E14","2.454912E24","8117.403","1414.36"
"2012/07/11 01:36","93.681","54.471","96.455","0.0200595","51.968","10068.79","44.799","43.989","0.13466468","1.035695E23","1.754469E14","2.456159E24","8127.556","1427.041"
"2012/07/11 01:48","93.707","54.588","96.536","0.01945941","51.943","10105.61","44.82","44.03","0.15085746","1.031952E23","1.749887E14","2.452108E24","8078.306","1381.16"
"2012/07/11 02:00","93.836","54.736","96.69","0.01958896","51.854","10136.24","44.754","43.938","0.1392895","1.032408E23","1.754966E14","2.453443E24","8113.379","1391.408"
"2012/07/11 02:12","93.627","54.678","96.51","0.01959214","51.92","10153.06","44.793","43.982","0.18119048","1.029958E23","1.74328E14","2.447105E24","8098.473","1391.871"
"2012/07/11 02:24","93.451","54.499","96.297","0.01968435","51.901","10125.11","44.833","44.079","0.16026834","1.030344E23","1.749175E14","2.448465E24","8093.891","1396.519"
"2012/07/11 02:36","93.78","54.69","96.43","0.02026211","51.891","10145.2","44.825","44.169","0.15511584","1.028874E23","1.747146E14","2.447258E24","8063.206","1437.452"
"2012/07/11 02:48","93.248","54.457","95.978","0.01971098","52.147","10112.57","45.017","44.367","0.14468439","1.027186E23","1.75744E14","2.454094E24","8064.16","1395.58"
"2012/07/11 03:00","92.933","54.245","95.76","0.01909669","52.211","10094.49","45.106","44.489","0.18213753","1.027773E23","1.750134E14","2.458996E24","8005.545","1351.33"
"2012/07/11 03:12","92.991","54.236","95.927","0.01983044","52.174","10097.91","45.051","44.285","0.15798676","1.02719E23","1.75179E14","2.454319E24","8042.852","1403.851"
"2012/07/11 03:24","92.985","54.085","95.786","0.01877981","52.121","10041.97","44.958","44.154","0.20437382","1.028214E23","1.752168E14","2.450043E24","7996.223","1328.712"
"2012/07/11 03:36","92.537","53.833","95.325","0.01941042","52.188","10034.53","45.047","44.239","0.15554495","1.025893E23","1.739449E14","2.447856E24","7971.417","1371.463"
"2012/07/11 03:48","92.373","53.467","95.282","0.01939615","52.255","9981.674","45.0","44.25","0.18718806","1.024959E23","1.736989E14","2.442915E24","7938.118","1368.215"
"2012/07/11 04:00","92.389","53.466","95.257","0.0194797","52.256","9965.438","45.014","44.279","0.1682653","1.0249E23","1.746149E14","2.441258E24","7971.862","1374.407"
"2012/07/11 04:12","92.49","53.449","95.295","0.01929149","52.209","9964.717","44.984","44.066","0.17016737","1.023453E23","1.736927E14","2.43498E24","7926.983","1360.759"
"2012/07/11 04:24","92.131","53.304","94.847","0.01953514","52.259","9927.34","45.071","44.247","0.16295956","1.025393E23","1.743444E14","2.44267E24","7927.938","1378.641"
"2012/07/11 04:36","92.131","53.12","94.888","0.01861932","52.209","9846.87","44.956","43.97","0.18077002","1.029326E23","1.770478E14","2.43987E24","8005.806","1318.018"
"2012/07/11 04:48","92.152","53.101","94.925","0.01895119","52.304","9853.203","45.032","44.176","0.19755454","1.026445E23","1.76496E14","2.43559E24","7954.844","1340.721"
"2012/07/11 05:00","92.373","53.164","95.224","0.01942608","52.255","9891.052","45.003","44.051","0.1637343","1.025454E23","1.768013E14","2.437576E24","8006.892","1374.616"
"2012/07/11 05:12","92.958","53.373","95.754","0.01889656","52.238","9893.474","44.927","44.07","0.21554969","1.025364E23","1.783527E14","2.436451E24","8040.643","1337.823"
"2012/07/11 05:24","93.377","53.632","96.259","0.01977562","52.134","9933.151","44.847","43.872","0.18300596","1.024122E23","1.793874E14","2.43505E24","8083.55","1401.261"
"2012/07/11 05:36","93.7","53.73","96.658","0.01963456","52.157","9969.611","44.844","43.879","0.2131695","1.022161E23","1.795268E14","2.432403E24","8079.928","1392.47"
"2012/07/11 05:48","94.22","54.138","97.268","0.01981078","51.979","10056.74","44.712","43.585","0.21812807","1.018351E23","1.799065E14","2.422782E24","8114.93","1404.948"
