"TimeStamp","Mean Gradient Total","Mean Gradient Horizontal","Mean Gradient Vertical","Twist (alpha)","Mean Inclination angle fro Radial","Mean Photospheric Magnetic Free Energy","Mean Shear Angle","Fraction Area Shear gt 45 deg","Mean Vertical Current Density","Unsigned Magnetic Flux in Gauss/Cm^2","Total Unsigned current Ampere","Total Photospheric Energy Density","Total Unsigned Current Helicity","Absolute Val of Current Helicity"
"2012/07/09 11:00","92.389","53.236","99.383","0.0252782","48.331","10156.76","41.913","37.781","0.11182614","1.16423E23","1.986715E14","2.593285E24","9310.132","1996.917"
"2012/07/09 11:12","92.677","53.279","99.692","0.02528921","48.357","10194.15","41.991","37.935","0.12193068","1.161056E23","1.977284E14","2.586095E24","9324.429","1996.927"
"2012/07/09 11:24","92.807","53.612","99.835","0.0252823","48.297","10240.95","41.908","37.74","0.10914928","1.157155E23","1.981393E14","2.579799E24","9352.006","1991.363"
"2012/07/09 11:36","92.845","53.542","100.072","0.02544717","48.582","10323.56","42.144","38.15","0.12288784","1.152843E23","1.976427E14","2.591985E24","9296.805","2000.05"
"2012/07/09 11:48","93.079","53.774","100.397","0.02598654","48.526","10404.81","42.043","38.085","0.12410165","1.149633E23","1.976149E14","2.59651E24","9347.544","2038.419"
"2012/07/09 12:00","92.962","53.775","100.377","0.02680171","48.703","10465.71","42.262","38.469","0.11459762","1.144918E23","1.978448E14","2.600141E24","9369.557","2096.042"
"2012/07/09 12:12","93.393","54.045","100.839","0.02651397","48.703","10563.83","42.227","38.507","0.15770338","1.13988E23","1.962136E14","2.598454E24","9319.964","2066.0"
"2012/07/09 12:24","93.361","53.991","100.51","0.02645985","48.727","10565.89","42.375","38.738","0.14228828","1.137403E23","1.960726E14","2.597949E24","9293.89","2056.564"
"2012/07/09 12:36","93.21","54.087","100.277","0.02720947","48.701","10520.66","42.394","38.809","0.11381321","1.138669E23","1.974144E14","2.591424E24","9333.565","2114.295"
"2012/07/09 12:48","93.402","54.275","100.695","0.02694531","48.692","10586.87","42.33","38.72","0.12292653","1.134734E23","1.963088E14","2.588387E24","9319.062","2090.979"
"2012/07/09 13:00","93.348","54.418","100.594","0.0270583","48.82","10579.53","42.435","38.818","0.10095076","1.134068E23","1.961762E14","2.594756E24","9276.512","2097.557"
"2012/07/09 13:12","93.506","54.668","100.625","0.02734657","48.87","10632.58","42.497","39.077","0.09319124","1.133106E23","1.982873E14","2.597346E24","9436.271","2122.238"
"2012/07/09 13:24","93.493","54.544","100.531","0.02691815","48.924","10623.12","42.618","39.068","0.1220744","1.131461E23","1.965782E14","2.593188E24","9349.36","2087.878"
"2012/07/09 13:36","93.605","54.619","100.812","0.02711275","49.055","10627.99","42.685","39.458","0.1305573","1.130456E23","1.977322E14","2.598753E24","9378.647","2098.395"
"2012/07/09 13:48","93.729","54.347","100.756","0.02680146","48.876","10550.2","42.56","39.416","0.15358174","1.132471E23","1.96864E14","2.583499E24","9330.882","2076.21"
"2012/07/09 14:00","93.923","54.274","101.113","0.02758516","48.958","10571.14","42.568","39.294","0.13799147","1.133144E23","1.96452E14","2.589049E24","9351.146","2139.803"
"2012/07/09 14:12","93.579","54.384","100.63","0.02724286","49.084","10567.37","42.786","39.644","0.15538925","1.133875E23","1.985764E14","2.606453E24","9409.472","2110.543"
"2012/07/09 14:24","93.465","54.326","100.669","0.02743363","49.078","10534.85","NaN","39.533","0.12868212","1.13606E23","1.989071E14","2.612535E24","9406.862","2127.109"
"2012/07/09 14:36","93.464","54.326","100.611","0.0262917","48.993","10555.21","42.637","39.382","0.14375277","1.134472E23","1.976809E14","2.611248E24","9348.679","2035.402"
"2012/07/09 14:48","93.621","54.501","100.551","0.02682406","49.003","10478.08","42.638","39.433","0.17043643","1.137271E23","1.986489E14","2.608754E24","9331.435","2077.428"
"2012/07/09 15:00","93.774","54.415","100.443","0.02648725","49.011","10409.84","42.645","39.42","0.15236424","1.141264E23","2.024145E14","2.613067E24","9402.851","2053.523"
"2012/07/09 15:12","93.842","54.321","100.361","0.02602532","48.79","10334.47","42.437","39.027","0.16431789","1.146998E23","2.023135E14","2.602849E24","9465.659","2026.273"
"2012/07/09 15:24","93.696","54.253","100.265","0.02577544","48.894","10302.91","42.517","39.088","0.14389621","1.148965E23","2.020651E14","2.607735E24","9421.818","2007.634"
"2012/07/09 15:36","93.718","54.117","100.198","0.02649624","48.712","10220.99","42.392","38.823","0.1294304","1.155211E23","2.026215E14","2.609467E24","9482.865","2069.368"
"2012/07/09 15:48","93.721","54.194","100.025","0.02654345","48.962","10262.07","42.561","39.056","0.14005692","1.154201E23","2.019814E14","2.623661E24","9412.169","2073.978"
"2012/07/09 16:00","93.711","54.172","99.953","0.0261315","48.889","10206.83","42.508","38.884","0.16800846","1.15931E23","2.029961E14","2.627024E24","9449.704","2046.828"
"2012/07/09 16:12","93.472","54.042","99.834","0.02573453","48.939","10163.87","42.564","38.988","0.16399644","1.159513E23","2.02582E14","2.623904E24","9444.122","2013.392"
"2012/07/09 16:24","93.3","53.93","99.512","0.02654407","49.01","10124.43","42.628","39.056","0.1702483","1.162312E23","2.029968E14","2.629844E24","9432.033","2078.358"
"2012/07/09 16:36","93.175","53.809","99.575","0.02615455","49.068","10202.33","42.685","39.271","0.12851079","1.158575E23","1.996687E14","2.630039E24","9411.646","2045.613"
"2012/07/09 16:48","93.156","53.834","99.669","0.02621269","48.95","10214.97","42.511","39.021","0.1597103","1.158728E23","1.989012E14","2.630638E24","9397.364","2047.344"
