"TimeStamp","Mean Gradient Total","Mean Gradient Horizontal","Mean Gradient Vertical","Twist (alpha)","Mean Inclination angle fro Radial","Mean Photospheric Magnetic Free Energy","Mean Shear Angle","Fraction Area Shear gt 45 deg","Mean Vertical Current Density","Unsigned Magnetic Flux in Gauss/Cm^2","Total Unsigned current Ampere","Total Photospheric Energy Density","Total Unsigned Current Helicity","Absolute Val of Current Helicity"
"2012/07/11 03:48","126.787","58.5","125.239","-0.03137232","33.317","1542.983","23.287","4.338","0.66162449","2.613285E21","5.135577E12","1.015559E22","205.69","30.74"
"2012/07/11 04:00","126.78","59.115","124.739","-0.02636827","33.884","1551.111","23.85","5.03","0.6155104","2.6523599999999997E21","5.251734E12","1.048306E22","207.087","26.142"
"2012/07/11 04:12","126.401","58.205","124.71","-0.03028186","33.8","1484.139","23.754","5.0","0.58245051","2.712651E21","5.265817E12","1.032805E22","207.454","30.686"
"2012/07/11 04:24","126.133","58.86","123.903","-0.02489553","34.474","1535.628","24.409","6.345","0.65428793","2.733926E21","5.355959E12","1.089642E22","208.449","25.411"
"2012/07/11 04:36","125.9","58.094","123.389","-0.029891","33.586","1454.511","24.113","5.734","0.89435369","2.730311E21","5.364347E12","1.034208E22","208.379","30.446"
"2012/07/11 04:48","124.677","56.43","122.365","-0.02806106","34.585","1465.726","24.717","7.382","0.7306422","2.735437E21","5.381762E12","1.067877E22","206.972","28.361"
"2012/07/11 05:00","125.332","56.233","122.76","-0.02907801","33.323","1457.782","24.39","6.576","0.35068315","2.783142E21","5.478205E12","1.068671E22","208.034","29.785"
"2012/07/11 05:12","122.699","54.916","120.615","-0.02543644","33.77","1416.342","24.477","6.857","0.34002653","2.901315E21","5.497329E12","1.094533E22","207.962","26.96"
"2012/07/11 05:24","122.032","54.491","119.643","-0.02360502","33.284","1441.415","24.403","6.714","0.31875676","2.882572E21","5.413529E12","1.097639E22","206.098","24.79"
"2012/07/11 05:36","122.833","53.89","121.009","-0.01906002","32.881","1376.476","23.626","5.793","0.62435734","2.962468E21","5.717657E12","1.085479E22","217.163","20.467"
"2012/07/11 05:48","121.388","53.611","119.183","-0.0255619","33.074","1391.637","24.053","6.289","0.49592352","2.872941E21","5.397572E12","1.060842E22","205.442","26.811"
"2012/07/11 06:00","118.767","51.88","117.177","-0.02840992","33.164","1312.987","24.023","6.424","0.69200635","2.913757E21","5.589086E12","1.0341919999999999E22","206.893","29.863"
"2012/07/11 06:12","116.144","49.85","115.12","-0.02743709","33.2","1281.067","24.333","7.135","0.65125221","2.989932E21","5.658845E12","1.051582E22","208.12","29.138"
"2012/07/11 06:24","114.767","49.93","114.047","-0.02554799","33.683","1242.111","24.588","7.747","0.46707636","3.007097E21","5.765139E12","1.043359E22","208.523","27.172"
"2012/07/11 06:36","114.73","48.7","114.415","-0.03188404","33.52","1228.782","25.062","8.063","0.60501802","3.221018E21","6.496743E12","1.117184E22","232.628","36.09"
"2012/07/11 06:48","113.087","48.446","112.914","-0.02554773","34.366","1235.185","25.973","10.231","0.5823487","3.29787E21","6.810298E12","1.18009E22","238.331","29.411"
"2012/07/11 07:00","113.192","49.237","113.312","-0.02798142","34.443","1204.252","26.267","10.881","0.50226665","3.401369E21","7.500108E12","1.211151E22","251.507","32.869"
"2012/07/11 07:12","112.374","48.316","112.485","-0.02795538","34.678","1225.053","26.388","10.936","0.41188768","3.361035E21","7.363604E12","1.209457E22","249.682","32.814"
"2012/07/11 07:24","113.783","49.261","114.076","-0.027012","34.591","1229.876","26.58","11.278","0.61910117","3.390444E21","7.762606E12","1.225161E22","262.38","32.054"
"2012/07/11 07:36","115.21","49.874","115.545","-0.02805939","34.086","1286.917","26.648","11.007","0.52191985","3.385679E21","7.84784E12","1.254638E22","268.208","33.402"
"2012/07/11 07:48","118.142","50.775","118.858","-0.03171917","33.652","1325.981","26.22","10.434","0.76940858","3.251043E21","7.287371E12","1.2016799999999999E22","256.394","36.94"
"2012/07/11 08:00","119.875","50.406","120.901","-0.02906955","33.371","1356.839","26.066","10.055","0.56145412","3.16912E21","7.033263E12","1.170182E22","252.352","33.536"
"2012/07/11 08:12","121.149","51.048","122.443","-0.02207801","32.85","1426.907","25.395","9.117","0.73055524","3.027903E21","6.743208E12","1.143251E22","254.192","24.728"
