"TimeStamp","Mean Gradient Total","Mean Gradient Horizontal","Mean Gradient Vertical","Twist (alpha)","Mean Inclination angle fro Radial","Mean Photospheric Magnetic Free Energy","Mean Shear Angle","Fraction Area Shear gt 45 deg","Mean Vertical Current Density","Unsigned Magnetic Flux in Gauss/Cm^2","Total Unsigned current Ampere","Total Photospheric Energy Density","Total Unsigned Current Helicity","Absolute Val of Current Helicity"
"2012/07/10 00:12","129.554","63.61","131.827","-0.00714469","37.277","1275.737","22.234","5.825","0.72134066","1.83513E21","3.691456E12","6.078919E21","153.635","5.089"
"2012/07/10 00:24","130.885","65.898","132.702","-0.01168542","38.39","1290.419","22.543","6.735","0.56083477","1.83103E21","3.809301E12","6.208856E21","160.386","8.346"
"2012/07/10 00:36","132.026","63.714","134.335","-0.01071101","38.081","1315.775","22.633","6.845","0.52553999","1.830217E21","3.725264E12","6.253973E21","153.518","7.691"
"2012/07/10 00:48","130.978","65.252","132.633","-0.00982773","38.914","1337.045","23.753","8.338","0.2688044","1.842998E21","3.820024E12","6.537965E21","157.531","7.046"
"2012/07/10 01:00","133.167","67.036","134.888","-0.0113322","38.609","1291.182","22.799","7.202","0.25334176","1.840133E21","3.934658E12","6.262256000000001E21","163.614","8.137"
"2012/07/10 01:12","132.25","65.867","134.136","-0.01233295","37.262","1339.957","22.459","5.562","0.46380252","1.8803320000000001E21","3.860178E12","6.463226E21","162.538","9.062"
"2012/07/10 01:24","137.036","66.712","138.696","-0.00238041","37.692","1292.388","21.77","4.907","0.47906876","1.831411E21","3.815196E12","6.086175E21","160.758","1.71"
"2012/07/10 01:36","136.914","68.119","138.338","-0.00844642","37.357","1296.213","21.831","5.375","0.42354977","1.846552E21","3.900134E12","6.085253E21","162.711","6.186"
"2012/07/10 01:48","135.178","66.103","137.061","-0.00869809","38.003","1273.931","22.141","6.398","0.75439894","1.835243E21","3.977173E12","6.002636E21","169.201","6.38"
"2012/07/10 02:00","134.689","66.362","137.265","-0.00961868","37.901","1227.62","21.759","5.656","0.54142416","1.8619160000000001E21","3.828906E12","5.937678E21","161.183","7.077"
"2012/07/10 02:12","137.618","67.306","139.596","-0.01756662","36.845","1276.169","21.658","5.815","0.89684623","1.839973E21","3.851418E12","5.887768E21","169.297","12.926"
"2012/07/10 02:24","138.158","64.39","141.1","-0.01902219","35.922","1255.382","21.154","5.231","1.2636328","1.951755E21","4.020495E12","6.086959E21","176.603","14.739"
"2012/07/10 02:36","136.99","65.485","139.535","-0.004874","36.386","1245.0","21.148","4.824","0.82232851","1.918729E21","3.892304E12","5.963872E21","167.734","3.692"
"2012/07/10 02:48","135.687","65.267","139.049","-0.00433867","36.581","1256.655","21.405","5.299","0.55424672","1.9429240000000001E21","3.977224E12","6.109818E21","169.589","3.357"
"2012/07/10 03:00","135.957","64.464","138.154","-0.01510102","37.162","1239.552","21.907","6.002","0.64916027","1.9512359999999999E21","4.066448E12","6.17153E21","173.025","11.644"
"2012/07/10 03:12","135.182","63.74","137.215","-0.01526662","36.576","1268.714","22.024","5.901","0.67324871","1.947907E21","3.993507E12","6.28134E21","170.711","11.699"
"2012/07/10 03:24","133.763","64.386","134.973","-0.00351214","37.157","1267.682","22.447","6.165","0.46924585","1.954877E21","3.972715E12","6.41765E21","167.398","2.676"
"2012/07/10 03:36","134.469","64.524","135.144","-0.0076703","36.933","1243.491","22.224","5.585","0.54987907","1.987082E21","4.195428E12","6.445459E21","174.258","5.887"
"2012/07/10 03:48","134.407","65.491","135.254","-0.00955597","36.669","1258.433","21.922","5.607","0.53011751","1.945959E21","3.962073E12","6.288934E21","165.755","7.212"
"2012/07/10 04:00","127.223","60.532","128.567","-0.00217074","38.009","1180.349","23.358","7.86","0.73334348","2.028985E21","4.091661E12","6.461468E21","165.379","1.683"
"2012/07/10 04:12","128.153","60.922","129.198","-0.00372499","38.377","1154.197","23.409","8.129","0.98543572","2.001757E21","4.084903E12","6.316774E21","161.04","2.845"
"2012/07/10 04:24","128.921","61.374","130.445","-0.00756995","37.36","1145.838","22.365","6.297","0.47321808","2.017008E21","4.11459E12","6.114287E21","166.674","5.876"
"2012/07/10 04:36","129.201","61.146","130.692","-0.00384356","36.777","1178.797","22.472","6.725","0.89699668","2.068456E21","4.272282E12","6.424792E21","176.864","3.044"
"2012/07/10 04:48","131.527","61.685","132.968","-0.00980048","36.782","1154.78","21.936","6.033","0.88498181","2.057424E21","4.193696E12","6.227947E21","173.232","7.757"
"2012/07/10 05:00","130.83","60.172","132.898","-0.01971578","36.311","1082.307","21.488","6.195","0.8416121","2.069462E21","4.149588E12","5.893142E21","170.497","15.543"
"2012/07/10 05:12","128.281","59.075","129.686","-0.00625247","36.704","1063.079","21.908","6.43","0.61091673","2.046081E21","4.214294E12","5.884451E21","169.187","4.807"
"2012/07/10 05:24","127.274","57.874","129.261","-0.02141372","36.592","1055.665","22.027","6.872","0.95441526","2.095769E21","4.364872E12","5.95697E21","176.31","16.984"
"2012/07/10 05:36","129.589","58.656","131.138","-0.01339851","35.795","1047.758","21.436","5.898","0.7499736","2.100851E21","4.505101E12","5.89844E21","179.066","10.527"
"2012/07/10 05:48","125.932","55.846","127.919","-0.00834431","36.362","1016.944","22.246","6.879","0.83671683","2.164977E21","4.723855E12","6.144989E21","179.413","6.58"
"2012/07/10 06:00","122.242","55.288","124.343","-0.0115384","36.996","990.5942","23.52","9.784","0.80609423","2.240189E21","5.151715E12","6.387009E21","187.001","9.367"
