"TimeStamp","Mean Gradient Total","Mean Gradient Horizontal","Mean Gradient Vertical","Twist (alpha)","Mean Inclination angle fro Radial","Mean Photospheric Magnetic Free Energy","Mean Shear Angle","Fraction Area Shear gt 45 deg","Mean Vertical Current Density","Unsigned Magnetic Flux in Gauss/Cm^2","Total Unsigned current Ampere","Total Photospheric Energy Density","Total Unsigned Current Helicity","Absolute Val of Current Helicity"
"2012/07/09 12:12","123.469","60.634","124.398","-0.00303648","38.262","1218.837","24.618","10.035","0.62887305","2.533338E21","5.481195E12","8.774806E21","205.425","2.981"
"2012/07/09 12:24","122.225","59.748","122.956","-0.00937939","38.41","1164.926","24.534","9.787","0.38777924","2.514479E21","5.484946E12","8.488794E21","201.217","9.042"
"2012/07/09 12:36","123.996","61.787","123.95","-0.00718138","37.96","1191.14","24.322","9.3","0.42189366","2.481044E21","5.43153E12","8.385581E21","202.628","6.9"
"2012/07/09 12:48","122.436","60.044","122.153","-0.00668475","38.893","1162.473","25.305","11.518","0.40704873","2.528252E21","5.711597E12","8.605229E21","211.543","6.501"
"2012/07/09 13:00","124.353","61.067","124.505","-0.01039522","37.929","1188.988","24.607","10.401","0.40235806","2.486725E21","5.567807E12","8.379907E21","209.341","10.046"
"2012/07/09 13:12","123.546","61.912","123.25","-0.00498576","39.099","1161.927","24.78","10.401","0.47454554","2.504802E21","5.777997E12","8.500886E21","211.776","4.83"
"2012/07/09 13:24","125.129","61.377","124.954","-0.00881141","37.925","1220.747","24.588","10.077","0.63559633","2.544555E21","5.741737E12","8.799907E21","214.07","8.695"
"2012/07/09 13:36","120.446","58.662","121.106","-0.01068185","38.168","1155.119","24.867","10.423","0.41930354","2.506107E21","5.697738E12","8.418865E21","209.593","10.237"
"2012/07/09 13:48","119.671","58.5","120.36","-0.01127607","38.632","1118.407","24.807","10.405","0.61501652","2.5459E21","5.834452E12","8.436472E21","207.637","10.762"
"2012/07/09 14:00","122.105","59.146","122.468","-0.00666327","38.136","1153.422","24.715","11.261","0.48534012","2.536546E21","5.833227E12","8.501464E21","213.545","6.403"
"2012/07/09 14:12","125.578","61.31","125.569","-0.00726538","37.931","1174.88","24.457","10.348","0.60561818","2.38704E21","5.362652E12","7.976216E21","201.563","6.712"
"2012/07/09 14:24","122.918","60.359","123.052","-0.00637191","38.502","1137.981","24.231","9.558","0.45016339","2.448639E21","5.459825E12","8.064244E21","203.048","5.935"
"2012/07/09 14:36","123.812","59.423","123.964","-0.00979886","38.54","1117.936","24.798","10.105","0.62239933","2.433953E21","5.425305E12","7.919227E21","199.764","9.048"
"2012/07/09 14:48","123.345","59.553","124.087","-0.01157031","37.791","1166.273","24.192","9.117","0.73878545","2.411339E21","5.300994E12","8.001429E21","202.27","10.607"
"2012/07/09 15:00","125.972","61.033","126.179","-0.0169556","37.936","1158.717","24.124","9.213","0.50388306","2.356869E21","5.333365E12","7.766461E21","202.734","15.213"
"2012/07/09 15:12","132.117","64.979","131.692","-0.00889112","37.221","1237.727","22.957","7.573","0.32276905","2.23196E21","4.877447E12","7.510326E21","192.795","7.679"
"2012/07/09 15:24","131.951","63.784","131.472","-0.00609075","36.843","1252.069","22.765","7.337","0.46150684","2.244339E21","4.629129E12","7.479291E21","186.659","5.354"
"2012/07/09 15:36","131.798","64.346","131.128","-0.00886536","37.394","1239.504","22.954","6.505","0.74680555","2.186817E21","4.633567E12","7.313694E21","186.395","7.599"
"2012/07/09 15:48","130.929","64.073","130.431","-0.01063361","37.969","1267.736","23.629","8.08","0.3527514","2.124398E21","4.46584E12","7.209219E21","181.16","8.923"
"2012/07/09 16:00","132.301","65.124","132.021","-0.00934454","37.935","1282.26","23.595","8.682","0.58481449","2.13601E21","4.535283E12","7.336087E21","185.838","7.903"
"2012/07/09 16:12","135.181","68.009","134.128","-0.01358891","37.918","1364.927","23.388","7.686","0.35095918","2.022278E21","4.378747E12","7.145597E21","185.705","11.034"
"2012/07/09 16:24","134.794","67.413","134.107","-0.0030305","38.164","1353.049","23.152","7.354","0.27264866","1.966405E21","4.028005E12","6.865994E21","171.707","2.416"
"2012/07/09 16:36","136.523","67.987","136.382","0.00219424","37.793","1327.036","22.553","6.739","0.13151239","1.926347E21","3.907891E12","6.51193E21","167.779","1.734"
"2012/07/09 16:48","136.936","68.485","136.127","-0.01162806","37.883","1327.49","22.607","6.151","0.47646362","1.930374E21","4.013509E12","6.535311999999999E21","171.149","9.165"
"2012/07/09 17:00","137.872","68.342","137.403","-0.00897218","38.576","1342.066","22.518","6.308","0.53789216","1.9385479999999999E21","3.966677E12","6.667671E21","169.331","7.104"
"2012/07/09 17:12","138.421","69.614","138.01","-0.01013209","38.445","1399.702","22.963","7.067","0.3765763","1.886235E21","3.858506E12","6.654741E21","168.287","7.957"
"2012/07/09 17:24","137.72","68.232","138.262","-0.01149741","38.654","1378.028","22.499","6.96","0.30931294","1.928894E21","3.780961E12","6.65235E21","166.238","9.229"
"2012/07/09 17:36","137.933","70.087","138.288","-0.01221119","37.754","1441.558","22.355","5.478","0.57234383","1.945216E21","3.928261E12","6.884373E21","176.582","9.883"
"2012/07/09 17:48","139.431","69.391","140.007","-0.00939704","37.688","1391.338","22.044","5.251","0.57507342","1.936161E21","3.888433E12","6.614978E21","171.327","7.582"
"2012/07/09 18:00","137.627","68.411","138.683","-0.01266754","38.137","1406.639","22.957","6.885","0.74387151","1.907438E21","3.937436E12","6.674648E21","169.875","10.009"
